LSOA code (2011),Index of Multiple Deprivation ,Income Decile ,Employment Decile ,"Education, Skills and Training Decile ",Health Deprivation and Disability Decile ,Crime Decile ,Barriers to Housing and Services Decile ,Living Environment Decile 
E01033570,6,6,9,8,10,4,2,2
E01033571,7,6,5,9,9,4,6,4
E01003911,3,2,3,6,5,4,1,2
E01003912,2,1,2,5,2,3,1,3
E01003913,5,5,5,9,6,3,3,3
E01003914,5,4,5,8,5,5,3,1
E01003915,3,3,3,7,4,5,1,3
E01003916,4,3,5,8,5,3,2,2
E01003917,3,2,3,7,4,2,2,3
E01003918,2,2,3,6,5,1,2,2
E01003919,4,5,6,8,7,1,2,1
E01003920,3,2,2,7,4,4,2,3
E01003921,2,3,2,5,2,1,2,1
E01003922,3,2,4,7,4,1,2,2
E01003923,3,3,4,7,5,3,2,2
E01003924,3,2,3,5,4,4,1,3
E01003925,3,2,3,6,4,5,2,1
E01003926,3,2,4,6,4,3,2,2
E01003927,6,6,8,9,6,8,2,1
E01003929,4,5,5,7,6,5,2,1
E01003930,3,5,4,5,4,2,2,1
E01003932,2,2,2,7,2,4,2,1
E01003933,2,4,5,6,3,1,2,1
E01003934,5,5,6,10,6,9,2,2
E01003935,5,4,6,7,3,9,2,4
E01003936,6,10,10,4,8,7,3,1
E01003937,4,7,9,10,4,2,2,1
E01003938,3,2,3,9,4,3,1,3
E01003939,5,5,7,9,4,6,1,2
E01003940,2,1,3,7,4,4,2,3
E01003941,5,5,7,9,6,3,2,2
E01003942,3,2,3,7,3,2,2,3
E01003943,2,2,2,6,4,1,2,2
E01003945,6,7,7,10,7,2,2,4
E01003946,6,6,6,9,7,2,4,3
E01003947,2,1,2,6,2,6,2,6
E01003948,6,5,6,10,6,3,2,4
E01003949,6,5,6,9,6,6,2,3
E01003950,3,3,3,6,5,5,2,3
E01003951,6,7,6,9,6,3,2,3
E01003952,6,6,6,10,7,4,5,2
E01003953,5,6,6,9,4,4,4,2
E01003954,6,6,7,9,5,4,5,1
E01003955,5,5,5,9,4,5,4,3
E01003956,7,7,8,10,7,6,6,2
E01003957,7,6,7,9,6,6,5,3
E01003958,6,6,6,9,6,5,5,2
E01003960,3,4,6,8,5,2,1,1
E01003961,2,2,2,5,3,2,2,2
E01003963,2,1,2,5,3,2,2,3
E01003964,2,3,3,5,5,1,2,1
E01003966,2,2,4,5,3,2,2,2
E01003967,3,3,3,5,4,2,1,2
E01003968,1,1,2,4,2,2,1,3
E01003969,4,4,6,7,7,2,2,1
E01003970,2,2,3,5,4,1,2,2
E01003971,1,1,2,5,3,1,2,2
E01003972,3,3,4,6,4,3,2,2
E01003973,3,3,4,5,4,2,2,3
E01003974,2,2,3,4,5,2,2,2
E01003975,3,2,3,5,5,3,2,4
E01003976,3,3,5,6,3,2,2,1
E01003977,3,3,4,5,4,4,2,3
E01003978,4,4,6,7,7,5,2,1
E01003979,3,3,4,7,2,3,2,2
E01003980,3,2,3,6,2,3,2,2
E01003981,4,5,6,6,3,2,1,2
E01003983,3,2,3,4,6,4,2,3
E01003984,2,2,3,7,3,1,2,2
E01003986,2,1,2,3,4,2,3,4
E01003987,2,2,2,4,3,5,2,5
E01003988,3,3,3,4,6,3,1,2
E01003989,3,2,4,5,7,2,1,4
E01003990,3,2,3,6,5,4,2,4
E01003991,2,1,2,4,2,3,2,3
E01003992,3,2,3,5,4,4,1,4
E01003993,3,3,3,6,4,5,1,3
E01003994,2,2,3,5,3,1,2,3
E01003995,2,2,2,7,2,2,2,2
E01003997,3,3,4,8,5,1,2,1
E01003998,4,5,4,8,4,4,2,1
E01003999,4,3,4,7,5,4,2,3
E01004000,3,3,3,6,4,4,2,2
E01004001,2,2,2,5,2,4,1,5
E01004002,6,6,5,8,7,4,4,2
E01004003,2,2,2,6,3,3,1,4
E01004004,3,3,3,6,3,3,2,2
E01004005,1,1,1,5,1,2,1,2
E01004006,4,4,5,7,4,3,2,1
E01004007,2,1,2,6,3,3,2,5
E01004008,2,2,2,6,4,2,2,2
E01004010,3,2,4,5,5,1,2,3
E01004011,3,2,3,6,4,4,1,3
E01004012,3,3,4,7,5,5,1,4
E01004013,2,1,2,6,3,2,1,4
E01004014,2,2,3,6,3,6,1,5
E01004015,4,6,7,10,4,1,4,2
E01004016,5,4,5,8,6,5,3,3
E01004017,6,5,6,10,6,6,4,2
E01004018,7,7,8,10,8,6,6,2
E01004019,4,3,4,8,5,6,2,5
E01004020,3,2,3,7,6,6,1,5
E01004021,6,6,7,9,7,6,3,3
E01004022,4,3,5,7,5,2,2,3
E01004023,3,3,4,6,4,1,2,3
E01004024,3,2,4,5,2,3,2,4
E01004027,5,4,6,7,5,9,2,2
E01004028,4,3,4,7,3,3,2,5
E01004029,7,6,9,9,7,6,3,4
E01004030,4,3,4,6,5,3,2,3
E01004031,4,4,6,8,6,1,2,2
E01004032,9,10,10,9,8,6,3,4
E01004033,3,3,4,7,6,2,2,3
E01004034,4,3,4,5,5,4,2,3
E01004035,2,2,3,5,1,1,2,4
E01004036,3,2,3,5,4,3,2,2
E01004037,4,3,5,8,4,3,1,3
E01004038,4,4,5,7,6,4,1,4
E01004039,4,5,6,7,7,3,2,1
E01004040,2,2,2,6,3,2,1,2
E01004041,3,3,4,6,6,2,1,3
E01004042,1,1,2,3,2,1,2,3
E01004043,4,4,4,4,4,2,2,3
E01004044,3,2,3,5,3,4,2,3
E01004045,3,2,3,6,5,8,2,5
E01004046,6,5,6,9,6,4,4,2
E01004047,4,3,4,6,5,7,2,4
E01004048,5,4,5,8,6,4,3,2
E01004049,6,5,7,6,7,7,2,4
E01004050,6,8,10,10,9,4,2,1
E01004051,8,9,10,8,6,6,3,4
E01004052,6,6,6,10,7,4,3,3
E01004053,8,9,10,9,7,7,3,5
E01004054,9,10,10,10,7,7,2,5
E01004055,2,2,2,3,3,2,1,4
E01004056,5,4,5,8,5,4,2,4
E01004057,4,4,5,7,5,2,2,5
E01004058,9,10,10,10,8,4,3,4
E01004059,6,10,10,8,6,1,2,2
E01004060,3,3,4,5,3,3,2,1
E01004061,5,5,6,9,6,1,3,2
E01004062,3,3,5,6,4,1,2,3
E01004063,3,4,5,10,3,1,3,2
E01004064,3,2,3,6,4,2,2,3
E01004065,5,5,5,9,4,4,4,2
E01004066,4,3,4,8,6,3,2,3
E01004067,2,3,4,6,6,1,1,1
E01004068,2,2,2,6,3,2,2,4
E01004069,8,10,10,10,10,2,8,2
E01004070,7,6,7,10,8,6,4,3
E01004071,5,4,5,9,5,7,3,3
E01004072,8,8,9,10,9,4,7,2
E01004073,9,8,10,10,9,6,6,2
E01004074,8,9,10,10,10,3,7,2
E01004075,8,10,10,10,10,2,9,2
E01032583,3,3,3,9,3,6,2,1
E01032584,3,3,3,9,3,4,2,2
E01032637,8,10,10,10,7,9,3,1
E01032638,10,10,10,10,9,9,5,3
E01032639,4,6,8,8,4,3,1,1
E01032640,8,10,10,10,9,8,5,1
E01032646,7,7,9,9,6,6,2,2
E01032719,4,4,5,7,6,4,1,2
E01032720,1,1,3,6,2,1,1,1
E01032722,2,3,3,7,3,1,2,1
E01032803,6,6,9,10,4,6,3,2
E01032805,2,2,2,5,4,2,2,2
E01032834,8,10,10,10,8,8,4,1
E01004076,5,5,5,6,7,6,2,5
E01004077,7,7,7,6,8,4,4,5
E01004078,6,6,7,6,7,6,3,4
E01004079,9,9,8,9,9,3,5,5
E01004080,8,8,7,8,9,5,3,7
E01004081,7,6,6,7,7,9,5,5
E01004082,10,9,9,8,10,8,9,6
E01004083,1,1,1,2,2,3,3,8
E01004084,10,9,10,10,10,8,3,7
E01004085,9,9,8,9,10,6,2,9
E01004086,6,5,6,7,8,3,5,6
E01004087,10,9,9,9,9,7,6,8
E01004088,2,1,1,1,3,2,3,9
E01004089,2,2,2,3,2,5,2,8
E01004090,2,2,2,3,4,9,2,6
E01004091,10,10,10,10,10,10,3,9
E01004092,9,10,10,10,10,5,2,5
E01004093,10,9,9,10,10,7,4,8
E01004094,10,9,9,9,9,9,7,6
E01004095,10,10,8,10,9,10,5,6
E01004096,5,5,6,8,7,7,2,2
E01004097,10,9,9,10,10,7,8,7
E01004098,9,8,10,10,9,7,8,5
E01004099,5,3,4,8,5,3,5,4
E01004100,9,7,8,9,10,6,8,6
E01004101,10,10,10,8,10,8,8,5
E01004102,8,8,6,9,8,4,7,6
E01004103,9,8,9,9,9,8,6,4
E01004104,10,10,10,10,10,8,8,5
E01004105,10,8,8,10,10,8,8,7
E01004106,10,10,10,10,10,9,5,8
E01004107,7,6,6,7,7,8,6,6
E01004108,7,7,8,7,8,4,2,5
E01004109,6,5,5,6,7,8,6,8
E01004110,8,7,7,9,9,9,6,4
E01004111,8,7,8,9,6,6,7,6
E01004112,10,10,10,10,10,8,7,8
E01004114,10,10,10,10,10,9,2,9
E01004115,9,8,10,7,10,8,6,6
E01004116,9,7,9,8,9,8,7,7
E01004117,10,10,10,7,9,9,7,6
E01004118,8,7,8,7,7,7,7,5
E01004119,8,9,9,5,9,3,7,5
E01004120,10,10,9,8,10,7,9,6
E01004121,9,7,8,9,9,5,7,6
E01004122,10,10,9,9,9,8,7,6
E01004123,3,4,4,5,6,2,3,1
E01004124,4,3,3,3,7,8,4,4
E01004125,3,3,3,3,4,2,3,2
E01004126,3,2,3,3,5,2,3,3
E01004127,5,5,5,4,6,4,4,4
E01004128,4,4,4,3,5,10,3,4
E01004129,2,2,3,2,4,3,2,3
E01004130,8,7,9,7,9,5,5,5
E01004131,8,7,7,6,7,8,5,5
E01004132,9,9,10,6,10,6,6,5
E01004133,9,9,10,6,9,8,7,5
E01004134,7,7,7,6,8,7,7,3
E01004135,9,9,9,6,9,6,8,7
E01004136,9,8,8,6,8,7,7,6
E01004137,6,6,7,9,6,2,5,3
E01004138,7,6,7,6,8,7,5,2
E01004139,8,7,8,9,8,6,6,4
E01004140,2,2,3,4,2,4,2,3
E01004141,5,3,4,7,6,4,4,6
E01004142,4,2,4,5,4,5,2,5
E01004143,7,6,7,8,8,7,5,3
E01004144,8,7,9,8,9,6,5,5
E01004145,7,6,8,7,9,5,4,5
E01004146,7,7,7,7,8,6,4,3
E01004147,8,7,8,7,8,6,6,6
E01004148,4,3,4,5,7,6,2,4
E01004149,8,8,8,7,8,7,5,5
E01004150,4,3,4,7,5,8,3,5
E01004151,6,7,6,9,4,7,2,5
E01004152,6,5,7,7,7,6,4,4
E01004153,7,6,8,9,8,6,2,4
E01004154,10,9,8,10,10,9,6,7
E01004155,9,8,9,9,8,8,3,6
E01004156,8,8,10,10,8,4,4,5
E01004157,10,10,10,10,10,9,8,6
E01004158,9,8,8,10,9,9,5,5
E01004159,7,6,7,5,8,6,4,4
E01004160,8,7,8,9,9,8,5,4
E01004161,9,9,9,7,9,8,3,7
E01004162,7,6,7,10,6,6,5,6
E01004163,6,6,7,5,8,4,6,3
E01004164,7,9,9,6,7,5,6,2
E01004165,6,5,5,7,5,4,6,4
E01004166,7,6,6,8,8,6,6,5
E01004167,3,2,3,3,3,4,5,6
E01004168,8,9,9,6,8,5,8,5
E01004169,3,3,4,4,5,5,2,4
E01004170,8,7,9,9,9,7,6,2
E01004171,9,9,9,8,9,6,7,6
E01004172,5,3,3,7,7,6,5,5
E01004173,7,6,5,7,7,5,7,5
E01004174,6,5,4,8,7,5,5,3
E01004175,8,7,6,7,8,10,4,6
E01004176,7,7,7,8,8,5,5,4
E01004177,5,4,5,8,5,6,5,3
E01004178,6,5,6,8,6,5,5,2
E01004179,9,9,9,9,10,7,5,4
E01004180,10,9,9,10,10,8,6,8
E01004181,6,5,5,8,7,9,3,3
E01004182,4,3,3,6,6,6,4,3
E01004183,3,3,3,3,4,4,4,4
E01004184,3,3,3,3,6,3,2,4
E01004185,2,1,1,2,3,2,1,5
E01004186,7,6,7,7,8,5,5,3
E01004187,4,4,5,4,4,5,2,4
E01004188,7,5,7,6,8,6,5,4
E01004189,3,3,3,3,6,3,3,3
E01004190,10,9,10,8,10,7,7,6
E01004191,9,8,9,7,10,7,7,5
E01004192,7,6,7,6,8,8,5,6
E01004193,7,6,8,5,9,7,2,7
E01004194,8,7,7,8,8,6,5,6
E01004195,8,7,9,7,9,5,6,4
E01004196,10,9,9,8,9,8,6,7
E01032623,10,10,10,10,10,10,5,8
E01004197,3,3,4,7,4,2,3,2
E01004198,2,1,2,4,1,1,3,3
E01004199,1,1,2,3,4,1,3,3
E01004200,3,4,7,9,4,3,2,1
E01004201,4,3,4,6,5,4,3,3
E01004202,4,4,6,8,4,1,3,2
E01004203,3,3,5,7,3,1,3,2
E01004204,2,2,3,5,2,3,3,3
E01004205,2,2,2,4,2,2,3,3
E01004206,2,1,2,3,2,1,3,4
E01004207,2,2,3,5,3,2,3,2
E01004208,4,5,7,8,7,1,2,1
E01004209,2,1,2,4,3,1,3,3
E01004211,3,3,5,9,3,1,2,1
E01004212,4,4,6,6,4,2,2,2
E01004214,2,2,2,2,3,6,3,6
E01004215,6,4,7,7,6,8,2,3
E01004216,7,5,7,8,4,9,3,6
E01004217,4,3,4,7,4,3,3,6
E01004218,7,6,7,9,7,4,4,7
E01004219,2,2,4,6,4,1,2,2
E01004221,5,4,6,8,3,7,4,5
E01004222,2,1,2,3,3,2,3,4
E01004223,2,2,3,4,3,1,4,3
E01004224,3,2,4,5,2,2,3,3
E01004225,5,6,9,8,6,6,2,1
E01004226,3,2,4,5,5,2,3,5
E01004228,4,4,5,6,4,2,4,4
E01004229,4,3,4,6,4,3,3,3
E01004230,3,3,4,5,4,2,3,3
E01004231,3,2,3,4,4,2,3,3
E01004232,5,6,7,9,7,1,4,1
E01004233,3,2,3,4,5,4,3,4
E01004234,4,5,7,10,7,1,4,1
E01004235,3,2,3,3,5,5,3,4
E01004236,2,1,2,3,3,1,3,5
E01004237,3,2,4,6,5,2,3,2
E01004238,3,2,4,6,5,2,2,3
E01004239,2,1,2,3,3,1,2,4
E01004240,3,2,3,3,5,2,3,5
E01004241,2,2,2,3,3,2,3,4
E01004242,3,3,4,5,5,4,2,4
E01004243,2,2,3,2,5,3,3,2
E01004244,2,1,1,3,3,2,4,3
E01004245,1,1,2,2,3,2,1,3
E01004246,3,2,5,5,5,1,2,4
E01004247,2,1,2,3,3,2,3,2
E01004248,2,1,2,1,3,4,2,3
E01004249,2,1,2,3,4,1,1,3
E01004250,2,1,2,2,3,3,3,5
E01004251,3,2,4,5,4,2,3,4
E01004252,2,1,3,6,2,3,2,5
E01004253,3,2,4,3,5,3,3,5
E01004254,5,5,8,9,8,2,4,1
E01004255,2,2,2,4,3,3,3,3
E01004256,2,1,2,3,4,4,3,3
E01004257,3,2,4,3,4,1,3,3
E01004258,4,4,5,8,7,4,1,2
E01004259,4,3,5,8,3,2,3,2
E01004260,3,2,3,4,3,4,2,3
E01004261,4,4,7,3,4,5,2,1
E01004262,3,3,5,4,3,2,3,2
E01004263,3,2,3,3,4,3,3,3
E01004264,2,2,3,4,3,4,1,3
E01004266,3,3,4,6,5,2,3,2
E01004267,3,2,3,8,5,1,3,1
E01004268,2,2,2,4,3,7,2,4
E01004269,3,2,4,6,3,1,2,2
E01004270,4,4,7,8,7,1,2,2
E01004271,3,2,4,4,3,3,3,3
E01004272,2,1,3,3,4,3,2,5
E01004273,2,1,2,3,5,2,2,4
E01004274,4,2,4,5,6,7,3,6
E01004275,7,6,7,6,7,8,4,5
E01004276,10,10,10,9,10,10,4,4
E01004277,9,9,9,9,7,10,2,7
E01004280,4,2,4,5,6,8,3,4
E01004281,9,8,10,10,7,8,4,4
E01004283,3,2,4,4,4,5,3,2
E01004284,3,2,3,6,4,4,2,4
E01004285,2,1,2,2,3,3,1,3
E01004286,2,2,2,4,4,2,3,2
E01004287,3,2,3,5,4,5,3,2
E01004288,2,2,2,3,2,3,3,3
E01004289,2,2,3,6,2,2,3,2
E01004290,3,3,4,6,4,2,3,2
E01004291,8,7,9,9,7,7,4,4
E01004292,9,9,10,9,8,5,5,4
E01004293,8,8,9,10,9,7,5,3
E01004294,5,4,5,8,6,8,3,3
E01004295,3,2,4,3,6,3,2,3
E01004296,4,2,4,6,5,3,2,5
E01004297,8,7,9,9,8,6,5,4
E01004298,2,1,3,4,2,2,3,2
E01004300,2,1,2,4,3,4,3,4
E01004301,2,2,3,5,4,1,2,3
E01004302,4,3,5,3,7,6,1,3
E01004303,4,3,5,8,6,3,2,3
E01004304,2,1,3,4,3,2,2,2
E01004305,3,2,3,5,5,3,2,2
E01004306,2,2,3,8,3,1,2,1
E01004307,7,8,10,7,8,7,2,1
E01004308,3,2,4,6,5,2,3,3
E01004309,2,2,2,5,2,3,2,2
E01004310,2,2,3,5,3,3,2,1
E01004311,2,2,3,6,3,1,3,2
E01004312,2,1,3,4,2,1,3,3
E01004313,4,3,5,6,5,4,2,2
E01004314,4,5,7,10,5,1,5,1
E01004315,3,3,4,6,3,1,3,2
E01004316,2,2,3,6,3,1,2,1
E01004317,3,3,5,9,4,1,2,2
E01004318,2,2,2,5,3,2,3,2
E01004319,3,2,3,5,4,2,2,2
E01004321,2,2,3,6,5,2,2,3
E01004322,3,3,4,7,4,1,2,2
E01004323,3,3,5,7,2,2,3,4
E01004324,2,2,3,3,1,3,2,3
E01004325,4,5,9,9,7,2,2,1
E01004326,4,3,6,7,6,1,3,2
E01032764,4,5,7,8,4,2,1,3
E01032765,3,2,3,5,4,5,2,5
E01032766,5,4,9,6,7,4,2,2
E01032767,7,8,10,8,7,9,3,1
E01032768,7,10,10,10,7,3,2,2
E01032769,5,5,9,9,7,1,4,2
E01032770,6,4,7,9,5,5,3,5
E01032771,7,5,8,7,8,10,2,5
E01032772,4,3,5,8,3,4,2,3
E01032773,6,5,9,8,8,10,1,5
E01032774,3,3,3,3,2,6,2,4
E01032775,8,9,10,6,6,9,4,4
E01032776,8,10,10,8,8,7,2,3
E01032777,5,5,6,8,5,8,1,5
E01032778,6,8,10,7,7,4,2,1
E01032779,6,6,9,7,7,9,2,1
E01032780,6,7,10,9,7,6,2,1
E01032781,7,5,8,9,6,8,4,3
E01032782,5,5,8,6,6,8,1,2
E01032783,5,4,6,8,5,6,4,4
E01032784,4,4,7,8,2,3,2,3
E01032785,5,4,6,9,6,8,2,1
E01032786,3,3,3,6,4,5,3,4
E01032787,2,2,3,3,5,2,2,4
E01004327,3,2,3,6,6,3,1,3
E01004328,4,5,6,6,7,4,2,1
E01004329,4,4,6,5,6,7,1,1
E01004330,6,6,8,7,9,5,2,1
E01004331,4,4,6,5,6,8,1,3
E01004332,3,4,5,5,3,4,1,2
E01004333,3,3,4,6,5,3,1,4
E01004334,1,1,2,3,3,3,1,5
E01004335,2,1,2,3,3,3,1,3
E01004336,4,5,6,5,8,3,1,2
E01004337,4,3,5,5,6,5,1,3
E01004338,5,5,7,7,8,5,1,2
E01004339,4,4,6,6,8,4,1,2
E01004340,2,2,2,4,2,2,1,3
E01004341,3,2,3,5,5,2,1,3
E01004342,4,4,6,5,6,4,1,3
E01004343,6,6,7,7,8,4,3,2
E01004344,3,4,5,4,7,2,1,2
E01004345,5,5,6,5,7,4,2,2
E01004346,5,4,7,6,8,3,3,3
E01004347,6,5,7,8,8,5,2,3
E01004348,5,5,7,6,9,5,1,3
E01004349,3,3,4,4,8,3,1,4
E01004350,3,3,4,6,4,6,1,2
E01004351,6,6,6,7,7,7,3,4
E01004352,8,9,8,9,9,3,4,4
E01004353,6,6,6,6,8,4,2,5
E01004354,7,7,8,7,7,3,4,4
E01004355,4,3,4,5,6,5,1,5
E01004356,4,3,4,4,7,4,1,5
E01004357,6,5,5,6,8,6,2,5
E01004358,4,4,4,7,5,5,1,5
E01004359,7,6,7,7,8,6,5,4
E01004360,7,8,7,6,8,4,3,5
E01004361,6,7,8,5,9,5,3,2
E01004362,4,5,5,8,6,2,1,2
E01004363,5,5,6,7,6,5,2,2
E01004364,3,3,4,5,5,2,1,2
E01004365,3,3,6,3,6,3,1,2
E01004366,5,5,6,7,6,4,3,1
E01004367,3,4,4,4,6,2,2,2
E01004368,4,5,6,6,6,3,1,2
E01004369,6,5,9,5,7,6,2,4
E01004370,6,7,9,7,9,5,2,2
E01004371,5,5,6,7,7,6,2,1
E01004372,7,8,10,7,8,8,3,2
E01004373,4,5,6,5,5,5,1,1
E01004374,6,5,7,8,7,7,2,2
E01004375,5,5,7,7,7,4,1,2
E01004376,4,6,7,6,5,5,1,1
E01004377,5,5,6,6,7,2,4,2
E01004378,4,4,4,5,8,4,2,2
E01004379,7,8,8,8,9,3,6,3
E01004380,4,4,5,6,7,3,2,3
E01004381,6,5,7,8,8,4,4,3
E01004382,2,1,2,3,5,5,1,4
E01004383,6,6,6,6,7,6,5,4
E01004384,3,3,2,3,3,5,2,4
E01004385,2,2,2,5,5,2,2,4
E01004386,8,9,8,7,8,6,6,5
E01004387,9,10,9,8,9,6,4,5
E01004388,5,5,5,7,6,4,3,4
E01004389,3,2,3,4,5,4,2,4
E01004390,2,2,2,3,3,4,2,4
E01004391,5,4,6,7,6,2,3,3
E01004392,4,4,6,5,5,2,2,1
E01004393,4,4,7,7,5,5,1,3
E01004394,2,2,2,5,3,2,1,3
E01004395,6,6,7,8,7,3,3,2
E01004396,5,5,7,6,7,6,2,1
E01004397,3,4,6,8,8,1,1,2
E01004398,2,2,2,3,3,4,1,3
E01004399,1,1,2,3,4,1,1,2
E01004400,3,3,4,5,6,3,2,1
E01004401,4,5,5,4,6,4,2,4
E01004402,3,2,3,4,7,3,2,1
E01004403,3,3,4,3,5,2,2,2
E01004404,3,3,4,5,4,5,1,3
E01004405,3,4,4,6,5,3,1,2
E01004406,4,5,7,7,6,4,1,1
E01004407,2,2,1,3,5,4,1,3
E01004408,4,4,5,8,6,2,2,2
E01004409,3,3,4,7,5,2,1,2
E01004410,2,2,3,5,4,2,1,4
E01004411,4,4,6,7,4,2,2,2
E01004412,5,5,6,8,9,4,2,3
E01004413,3,3,3,3,2,4,2,4
E01004414,5,4,5,5,7,2,4,4
E01004415,4,3,4,3,4,3,2,5
E01004416,4,5,4,5,6,3,2,4
E01004417,4,4,5,5,6,2,2,3
E01004418,5,5,6,6,7,4,3,3
E01004419,5,6,7,6,8,3,1,1
E01004420,2,2,2,4,3,1,1,1
E01004421,4,3,4,5,8,4,2,2
E01004422,3,4,5,3,8,3,1,2
E01004423,2,3,4,4,2,3,1,1
E01004424,2,2,2,4,4,4,1,1
E01004425,4,3,5,5,7,5,2,2
E01004426,4,4,5,5,6,2,2,2
E01004427,4,5,7,5,8,4,1,3
E01004428,2,1,2,4,4,5,1,5
E01004429,4,4,4,6,6,6,1,4
E01004430,4,5,7,7,5,2,1,1
E01004432,4,4,5,6,7,2,2,1
E01004434,3,3,4,4,7,5,1,3
E01004435,3,4,4,5,5,3,1,2
E01004436,3,5,5,7,7,2,1,1
E01004437,4,4,4,7,6,5,2,1
E01004438,5,5,6,8,6,3,2,2
E01004439,5,4,7,7,6,5,2,3
E01004440,4,5,5,7,7,2,2,1
E01004441,5,6,7,8,8,4,2,1
E01004442,7,7,8,9,8,8,2,2
E01004443,3,3,4,5,5,1,1,2
E01004444,2,2,4,4,4,2,1,3
E01004445,3,3,4,5,4,2,1,3
E01004446,4,4,5,6,7,4,2,2
E01004447,6,6,7,6,9,6,2,2
E01004448,3,4,4,5,6,2,1,3
E01004449,1,1,1,3,5,1,1,5
E01004450,6,7,7,5,7,4,3,3
E01004451,6,6,7,5,9,5,3,4
E01004452,4,4,4,4,6,4,3,3
E01004453,4,5,5,5,6,2,1,3
E01004454,4,4,5,5,6,4,1,3
E01004455,3,3,4,4,6,1,2,4
E01004456,2,1,1,3,4,4,1,5
E01004457,5,4,5,8,7,4,3,3
E01004458,4,3,5,4,6,4,2,2
E01004459,2,1,2,2,5,4,1,5
E01004460,3,3,4,5,3,3,2,2
E01004461,6,6,8,7,9,7,2,2
E01004462,4,4,5,7,5,4,1,2
E01004463,6,5,8,6,8,5,3,4
E01004464,2,1,2,4,5,2,1,4
E01004465,5,5,5,8,6,7,3,2
E01004466,6,5,8,8,7,6,4,2
E01004467,3,3,4,6,5,6,1,2
E01004468,5,6,7,7,8,4,1,2
E01004469,2,2,2,4,5,4,1,4
E01004470,2,3,3,4,5,2,1,1
E01004471,3,2,4,6,5,3,1,1
E01033153,2,1,2,3,5,5,1,4
E01004472,8,8,10,9,8,3,6,4
E01004473,7,7,8,10,6,5,5,4
E01004474,6,5,7,7,6,3,3,3
E01004475,6,5,7,10,6,3,5,2
E01004476,7,6,7,9,7,5,3,4
E01004477,10,10,10,10,10,6,8,3
E01004478,10,10,10,10,10,8,9,3
E01004479,8,9,9,9,9,5,4,3
E01004480,9,9,10,10,8,5,7,3
E01004481,6,6,7,10,6,4,4,2
E01004482,6,6,7,9,7,4,4,3
E01004483,7,6,10,9,8,5,2,2
E01004484,5,5,8,9,7,3,1,3
E01004485,6,5,8,9,6,5,4,2
E01004486,6,6,7,10,5,3,2,3
E01004487,5,5,4,10,5,4,2,3
E01004488,6,7,7,10,8,6,3,1
E01004489,3,5,5,8,4,4,3,1
E01004490,9,10,10,10,9,6,8,2
E01004491,7,7,9,7,8,9,1,4
E01004492,6,5,6,9,6,6,3,3
E01004493,7,5,7,9,6,5,5,4
E01004494,5,4,5,9,5,4,4,4
E01004495,4,2,4,7,6,5,3,5
E01004496,7,7,8,9,6,6,4,3
E01004497,6,5,5,8,6,8,5,3
E01004498,8,7,9,10,7,7,7,3
E01004499,7,6,8,8,7,6,4,3
E01004500,8,7,9,10,8,9,2,4
E01004501,5,4,5,8,6,7,3,4
E01004502,8,9,9,10,10,4,5,2
E01004503,5,5,6,8,5,7,3,2
E01004504,8,7,10,10,9,7,5,2
E01004505,9,9,10,10,10,8,2,3
E01004506,8,8,10,8,9,6,4,3
E01004507,8,7,10,9,10,9,4,3
E01004508,8,7,9,8,9,7,5,2
E01004509,6,6,8,8,7,2,3,3
E01004510,8,8,10,9,9,5,5,4
E01004511,9,10,10,10,8,5,6,2
E01004512,7,7,7,9,8,4,5,3
E01004513,5,4,7,7,6,4,3,4
E01004514,8,8,9,10,7,6,6,3
E01004515,6,6,7,10,6,5,3,5
E01004516,7,7,8,10,9,6,4,2
E01004517,6,5,7,8,8,5,3,4
E01004518,7,6,7,10,9,6,5,2
E01004519,6,5,7,8,7,4,3,3
E01004520,6,4,6,7,8,6,3,3
E01004521,6,4,6,6,8,7,4,3
E01004522,5,4,6,7,8,6,3,3
E01004523,5,4,6,9,7,4,2,2
E01004524,2,2,2,4,3,6,2,5
E01004525,4,5,7,8,6,2,2,2
E01004526,4,4,6,8,5,2,3,2
E01004527,6,6,9,9,8,2,4,2
E01004528,3,3,3,5,4,3,2,3
E01004529,7,5,9,9,8,6,4,2
E01004530,6,5,6,10,7,6,3,3
E01004531,4,3,4,8,4,5,3,2
E01004532,6,4,5,9,7,7,4,4
E01004533,3,3,3,6,5,3,3,2
E01004534,7,8,10,10,8,1,6,2
E01004535,2,1,2,5,3,3,2,4
E01004536,4,4,6,8,5,6,2,1
E01004537,2,2,3,6,4,2,1,4
E01004538,4,3,4,5,6,4,2,4
E01004539,2,2,2,6,4,3,1,4
E01004540,4,3,3,9,5,3,2,3
E01004541,2,2,2,4,3,2,2,4
E01004542,9,9,10,10,9,6,6,4
E01004543,9,9,10,10,9,5,5,3
E01004544,7,7,8,10,8,3,6,3
E01004545,8,9,10,10,9,4,4,2
E01004546,9,9,9,10,8,7,7,4
E01004547,5,4,3,9,6,5,3,4
E01004548,6,5,7,9,5,5,3,2
E01004549,5,6,5,8,3,4,4,3
E01004550,7,5,9,9,6,5,4,5
E01004551,6,7,8,9,7,2,3,1
E01004552,8,10,10,6,9,3,5,2
E01004553,8,7,9,10,7,3,4,4
E01004554,9,10,10,10,10,4,8,2
E01004555,10,10,10,10,10,8,8,3
